year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct
2019,11,Australia,Oceania,25,27,22,60,ChatGPT,96,0.93,Active,28,15,No,10
2019,12,United States,North America,30,23,23,32,Khanmigo,90,0.9,None,33,19,No,5
2019,12,United Kingdom,Europe,20,26,24,46,Microsoft Copilot,92,0.91,None,23,8,No,9
2019,12,China,Asia,27,26,21,58,Microsoft Copilot,70,0.75,None,32,12,No,3
2019,12,India,Asia,28,28,27,33,Microsoft Copilot,50,0.64,Draft,32,23,No,5
2019,12,Germany,Europe,21,20,26,29,Microsoft Copilot,93,0.94,None,25,7,Yes,7
2019,12,Brazil,South America,30,27,20,34,ChatGPT,75,0.7,Draft,33,25,Yes,9
2019,12,Pakistan,Asia,24,26,25,32,Microsoft Copilot,45,0.55,Draft,24,14,No,8
2019,12,Nigeria,Africa,29,22,25,52,Microsoft Copilot,42,0.52,Active,34,24,No,6
2019,12,Canada,North America,24,27,27,14,ChatGPT,94,0.92,Draft,26,18,No,6
2019,12,Australia,Oceania,26,26,22,45,Microsoft Copilot,96,0.93,None,26,11,Yes,3
2020,1,United States,North America,25,30,26,27,Khanmigo,90,0.9,None,25,16,Yes,9
2020,1,United Kingdom,Europe,35,28,31,9,Google Gemini,92,0.91,None,35,29,Yes,8
2020,1,China,Asia,26,28,25,51,ChatGPT,70,0.75,Active,26,18,Yes,3
2020,1,India,Asia,34,30,32,15,Google Gemini,50,0.64,Active,36,26,Yes,10
2020,1,Germany,Europe,29,32,27,27,Google Gemini,93,0.94,None,33,22,Yes,3
2020,1,Brazil,South America,25,29,31,45,Microsoft Copilot,75,0.7,None,25,19,No,9
2020,1,Pakistan,Asia,32,26,32,55,Google Gemini,45,0.55,Draft,33,19,Yes,5
2020,1,Nigeria,Africa,25,31,27,32,Google Gemini,42,0.52,None,25,16,Yes,4
2020,1,Canada,North America,33,30,26,52,Google Gemini,94,0.92,Draft,34,18,No,8
2020,1,Australia,Oceania,29,29,28,48,Khanmigo,96,0.93,Active,34,18,Yes,9
2020,2,United States,North America,27,33,32,36,Khanmigo,90,0.9,Active,29,14,Yes,6
2020,2,United Kingdom,Europe,28,27,31,48,Khanmigo,92,0.91,Draft,33,19,No,2
2020,2,China,Asia,35,33,26,37,ChatGPT,70,0.75,None,36,28,Yes,5
2020,2,India,Asia,27,31,29,25,ChatGPT,50,0.64,None,31,13,No,9
2020,2,Germany,Europe,30,28,29,16,Microsoft Copilot,93,0.94,None,34,18,Yes,4
2020,2,Brazil,South America,33,29,27,45,ChatGPT,75,0.7,None,36,23,Yes,6
2020,2,Pakistan,Asia,31,27,27,13,Khanmigo,45,0.55,Draft,34,23,No,2
2020,2,Nigeria,Africa,25,27,26,30,Microsoft Copilot,42,0.52,Draft,29,17,Yes,4
2020,2,Canada,North America,33,30,28,28,Google Gemini,94,0.92,Active,37,18,Yes,8
2020,2,Australia,Oceania,28,28,28,33,Khanmigo,96,0.93,Draft,29,15,No,5
2020,3,United States,North America,32,32,29,54,ChatGPT,90,0.9,Active,32,24,No,9
2020,3,United Kingdom,Europe,34,28,25,12,ChatGPT,92,0.91,Active,37,27,No,5
2020,3,China,Asia,35,25,31,48,ChatGPT,70,0.75,Draft,38,29,Yes,3
2020,3,India,Asia,30,32,29,48,Google Gemini,50,0.64,Draft,31,22,No,6
2020,3,Germany,Europe,32,25,26,25,ChatGPT,93,0.94,Active,35,24,Yes,5
2020,3,Brazil,South America,26,33,26,48,Microsoft Copilot,75,0.7,Draft,28,15,No,4
2020,3,Pakistan,Asia,35,28,27,52,Khanmigo,45,0.55,Draft,37,24,Yes,6
2020,3,Nigeria,Africa,34,29,32,60,Khanmigo,42,0.52,None,35,20,No,10
2020,3,Canada,North America,35,32,28,58,Microsoft Copilot,94,0.92,None,39,23,No,5
2020,3,Australia,Oceania,34,33,30,25,Google Gemini,96,0.93,Draft,37,28,No,1
2020,4,United States,North America,29,25,31,43,Google Gemini,90,0.9,None,33,14,No,6
2020,4,United Kingdom,Europe,26,27,28,36,ChatGPT,92,0.91,None,26,16,No,7
2020,4,China,Asia,25,25,28,16,Google Gemini,70,0.75,None,26,19,No,1
2020,4,India,Asia,29,32,29,43,Microsoft Copilot,50,0.64,None,30,22,No,3
2020,4,Germany,Europe,35,27,31,14,Microsoft Copilot,93,0.94,None,39,29,No,7
2020,4,Brazil,South America,34,25,27,55,ChatGPT,75,0.7,Draft,37,21,No,4
2020,4,Pakistan,Asia,28,33,30,49,Khanmigo,45,0.55,Active,30,18,No,5
2020,4,Nigeria,Africa,29,27,29,59,Microsoft Copilot,42,0.52,Draft,34,20,Yes,1
2020,4,Canada,North America,25,32,32,33,Microsoft Copilot,94,0.92,Active,27,18,Yes,10
2020,4,Australia,Oceania,32,33,32,22,ChatGPT,96,0.93,Active,34,20,Yes,10
2020,5,United States,North America,31,29,29,35,ChatGPT,90,0.9,Active,33,17,Yes,5
2020,5,United Kingdom,Europe,27,31,31,51,Google Gemini,92,0.91,Draft,30,12,No,1
2020,5,China,Asia,27,29,25,39,ChatGPT,70,0.75,None,27,21,Yes,4
2020,5,India,Asia,25,30,26,60,ChatGPT,50,0.64,Active,27,13,Yes,4
2020,5,Germany,Europe,28,30,29,50,Microsoft Copilot,93,0.94,Draft,31,18,No,2
2020,5,Brazil,South America,26,25,29,13,Microsoft Copilot,75,0.7,None,29,15,No,4
2020,5,Pakistan,Asia,31,26,27,51,Microsoft Copilot,45,0.55,Active,33,19,No,4
2020,5,Nigeria,Africa,26,29,32,40,Khanmigo,42,0.52,Active,31,17,No,1
2020,5,Canada,North America,30,27,25,30,Khanmigo,94,0.92,None,31,23,Yes,8
2020,5,Australia,Oceania,29,29,27,20,ChatGPT,96,0.93,Draft,31,14,Yes,1
2020,6,United States,North America,28,30,27,8,Google Gemini,90,0.9,Draft,28,19,No,9
2020,6,United Kingdom,Europe,31,25,30,33,Microsoft Copilot,92,0.91,None,31,20,Yes,6
2020,6,China,Asia,32,33,27,9,Microsoft Copilot,70,0.75,Draft,34,18,No,5
2020,6,India,Asia,34,33,28,21,Google Gemini,50,0.64,None,35,29,Yes,3
2020,6,Germany,Europe,25,27,26,25,ChatGPT,93,0.94,Draft,29,19,No,4
2020,6,Brazil,South America,29,32,29,58,Microsoft Copilot,75,0.7,Draft,34,23,Yes,9
2020,6,Pakistan,Asia,28,28,29,42,ChatGPT,45,0.55,Draft,32,15,Yes,3
2020,6,Nigeria,Africa,32,33,26,53,Microsoft Copilot,42,0.52,None,35,22,Yes,2
2020,6,Canada,North America,32,32,32,15,Google Gemini,94,0.92,Draft,33,26,No,7
2020,6,Australia,Oceania,26,31,25,43,ChatGPT,96,0.93,Draft,30,14,No,5
2020,7,United States,North America,33,29,25,53,Google Gemini,90,0.9,Active,38,24,Yes,9
2020,7,United Kingdom,Europe,35,33,25,51,Khanmigo,92,0.91,Active,38,20,No,1
2020,7,China,Asia,35,29,30,36,Khanmigo,70,0.75,Active,38,21,Yes,7
2020,7,India,Asia,25,33,31,32,Khanmigo,50,0.64,Active,26,18,No,4
2020,7,Germany,Europe,27,26,29,49,Microsoft Copilot,93,0.94,Draft,32,17,No,3
2020,7,Brazil,South America,34,26,26,7,Google Gemini,75,0.7,Active,34,28,No,9
2020,7,Pakistan,Asia,32,32,31,30,Microsoft Copilot,45,0.55,Draft,37,18,No,6
2020,7,Nigeria,Africa,25,28,30,37,Khanmigo,42,0.52,Active,26,15,No,7
2020,7,Canada,North America,31,30,28,10,ChatGPT,94,0.92,None,33,23,No,6
2020,7,Australia,Oceania,32,29,28,50,Microsoft Copilot,96,0.93,None,34,26,Yes,8
2020,8,United States,North America,33,26,27,58,Microsoft Copilot,90,0.9,None,36,26,Yes,1
2020,8,United Kingdom,Europe,26,31,25,49,Khanmigo,92,0.91,Active,26,14,Yes,7
2020,8,China,Asia,30,25,31,20,Microsoft Copilot,70,0.75,None,33,20,No,7
2020,8,India,Asia,35,33,28,25,ChatGPT,50,0.64,Active,37,21,Yes,2
2020,8,Germany,Europe,30,28,30,32,ChatGPT,93,0.94,Active,33,21,No,5
2020,8,Brazil,South America,26,27,30,32,Microsoft Copilot,75,0.7,None,31,16,No,4
2020,8,Pakistan,Asia,28,27,32,33,Khanmigo,45,0.55,None,30,20,Yes,6
2020,8,Nigeria,Africa,27,27,25,23,Google Gemini,42,0.52,Draft,30,18,No,7
2020,8,Canada,North America,26,33,31,33,Microsoft Copilot,94,0.92,Active,29,17,Yes,10
2020,8,Australia,Oceania,31,28,31,10,ChatGPT,96,0.93,Draft,32,23,Yes,5
2020,9,United States,North America,31,25,26,44,Khanmigo,90,0.9,Draft,33,16,Yes,10
2020,9,United Kingdom,Europe,33,31,27,12,Khanmigo,92,0.91,None,36,21,No,4
2020,9,China,Asia,31,26,26,32,Khanmigo,70,0.75,None,35,26,No,3
2020,9,India,Asia,25,33,29,42,Google Gemini,50,0.64,Draft,25,13,No,6
2020,9,Germany,Europe,27,28,29,48,Microsoft Copilot,93,0.94,None,28,22,Yes,6
2020,9,Brazil,South America,27,28,25,37,ChatGPT,75,0.7,None,31,22,Yes,3
2020,9,Pakistan,Asia,28,27,26,54,Khanmigo,45,0.55,None,30,21,No,5
2020,9,Nigeria,Africa,34,33,28,13,ChatGPT,42,0.52,None,37,29,Yes,5
2020,9,Canada,North America,31,29,27,52,Microsoft Copilot,94,0.92,None,33,18,No,1
2020,9,Australia,Oceania,33,29,28,44,Google Gemini,96,0.93,None,34,21,Yes,3
2020,10,United States,North America,32,31,32,23,Khanmigo,90,0.9,None,33,26,Yes,7
2020,10,United Kingdom,Europe,27,29,26,23,ChatGPT,92,0.91,None,31,12,Yes,1
2020,10,China,Asia,33,32,28,44,ChatGPT,70,0.75,None,36,24,No,3
2020,10,India,Asia,27,31,26,26,Microsoft Copilot,50,0.64,Active,30,20,Yes,3
2020,10,Germany,Europe,32,31,31,39,Google Gemini,93,0.94,Active,36,18,Yes,6
2020,10,Brazil,South America,25,28,31,23,Microsoft Copilot,75,0.7,Draft,26,17,Yes,10
2020,10,Pakistan,Asia,28,32,25,48,Google Gemini,45,0.55,Draft,31,14,Yes,10
2020,10,Nigeria,Africa,32,27,31,21,Khanmigo,42,0.52,Active,35,18,No,1
2020,10,Canada,North America,34,33,32,51,Khanmigo,94,0.92,Active,34,26,No,3
2020,10,Australia,Oceania,28,32,26,41,Google Gemini,96,0.93,Draft,29,22,Yes,5
2020,11,United States,North America,35,33,29,40,Microsoft Copilot,90,0.9,None,38,25,Yes,9
2020,11,United Kingdom,Europe,34,29,32,32,Microsoft Copilot,92,0.91,Active,36,23,No,8
2020,11,China,Asia,33,30,25,41,Microsoft Copilot,70,0.75,Active,35,28,No,10
2020,11,India,Asia,27,26,31,14,Khanmigo,50,0.64,None,32,13,No,5
2020,11,Germany,Europe,32,32,26,5,Google Gemini,93,0.94,Active,34,21,Yes,1
2020,11,Brazil,South America,28,33,32,31,Khanmigo,75,0.7,Active,30,15,No,6
2020,11,Pakistan,Asia,31,29,31,30,Google Gemini,45,0.55,Active,35,16,Yes,3
2020,11,Nigeria,Africa,29,32,28,55,Google Gemini,42,0.52,Draft,33,18,No,3
2020,11,Canada,North America,28,29,25,44,Khanmigo,94,0.92,Active,33,18,No,8
2020,11,Australia,Oceania,30,25,30,39,Khanmigo,96,0.93,Active,34,19,No,6
2020,12,United States,North America,30,29,29,8,Google Gemini,90,0.9,Draft,35,25,No,1
2020,12,United Kingdom,Europe,25,28,26,33,ChatGPT,92,0.91,Draft,26,10,No,10
2020,12,China,Asia,32,25,31,17,Microsoft Copilot,70,0.75,Draft,32,25,Yes,6
2020,12,India,Asia,35,31,29,31,ChatGPT,50,0.64,Draft,37,30,Yes,1
2020,12,Germany,Europe,30,32,29,44,Google Gemini,93,0.94,None,31,21,No,9
2020,12,Brazil,South America,32,26,26,9,ChatGPT,75,0.7,None,33,18,Yes,4
2020,12,Pakistan,Asia,34,29,29,41,Khanmigo,45,0.55,Draft,36,23,Yes,7
2020,12,Nigeria,Africa,27,29,31,33,Microsoft Copilot,42,0.52,None,30,15,Yes,8
2020,12,Canada,North America,35,29,27,7,Khanmigo,94,0.92,Draft,35,23,No,3
2020,12,Australia,Oceania,32,30,29,37,ChatGPT,96,0.93,Draft,32,18,No,10
2021,1,United States,North America,40,32,30,43,Microsoft Copilot,90,0.9,Active,43,26,Yes,5
2021,1,United Kingdom,Europe,40,32,34,53,ChatGPT,92,0.91,Draft,41,33,No,8
2021,1,China,Asia,30,32,36,12,ChatGPT,70,0.75,Active,31,16,No,10
2021,1,India,Asia,34,33,35,56,Google Gemini,50,0.64,Draft,37,21,No,4
2021,1,Germany,Europe,32,35,32,33,Google Gemini,93,0.94,None,35,25,Yes,6
2021,1,Brazil,South America,31,33,37,17,Microsoft Copilot,75,0.7,Active,32,22,Yes,10
2021,1,Pakistan,Asia,35,31,31,52,Microsoft Copilot,45,0.55,Active,40,24,No,4
2021,1,Nigeria,Africa,32,30,33,12,Microsoft Copilot,42,0.52,None,33,17,No,10
2021,1,Canada,North America,40,37,35,54,Khanmigo,94,0.92,None,42,29,No,1
2021,1,Australia,Oceania,36,32,34,25,Google Gemini,96,0.93,Draft,37,25,No,2
2021,2,United States,North America,39,35,35,39,Microsoft Copilot,90,0.9,Active,43,26,No,6
2021,2,United Kingdom,Europe,39,37,36,59,Google Gemini,92,0.91,Active,40,30,No,4
2021,2,China,Asia,31,32,31,52,Microsoft Copilot,70,0.75,None,31,21,No,10
2021,2,India,Asia,33,33,35,56,Microsoft Copilot,50,0.64,Active,34,24,Yes,7
2021,2,Germany,Europe,36,36,36,13,Microsoft Copilot,93,0.94,None,37,29,Yes,7
2021,2,Brazil,South America,30,38,36,12,ChatGPT,75,0.7,Draft,33,21,Yes,4
2021,2,Pakistan,Asia,32,35,35,35,Google Gemini,45,0.55,Draft,33,22,Yes,5
2021,2,Nigeria,Africa,37,31,34,30,ChatGPT,42,0.52,None,41,29,No,6
2021,2,Canada,North America,36,36,35,44,Khanmigo,94,0.92,Active,36,22,Yes,1
2021,2,Australia,Oceania,31,30,36,31,Microsoft Copilot,96,0.93,Draft,34,17,Yes,9
2021,3,United States,North America,31,34,32,42,Microsoft Copilot,90,0.9,None,35,20,No,2
2021,3,United Kingdom,Europe,37,37,30,41,Google Gemini,92,0.91,None,37,25,Yes,4
2021,3,China,Asia,39,30,35,48,Khanmigo,70,0.75,None,40,30,Yes,3
2021,3,India,Asia,34,30,31,23,ChatGPT,50,0.64,Draft,35,23,Yes,6
2021,3,Germany,Europe,37,37,37,34,Microsoft Copilot,93,0.94,Draft,41,23,Yes,3
2021,3,Brazil,South America,38,36,30,24,Khanmigo,75,0.7,Active,39,24,Yes,4
2021,3,Pakistan,Asia,35,38,35,37,Google Gemini,45,0.55,Draft,37,26,No,5
2021,3,Nigeria,Africa,37,37,30,50,Microsoft Copilot,42,0.52,Draft,42,22,No,1
2021,3,Canada,North America,32,31,31,59,Google Gemini,94,0.92,Draft,32,24,Yes,4
2021,3,Australia,Oceania,37,37,35,56,ChatGPT,96,0.93,Active,42,25,Yes,9
2021,4,United States,North America,40,35,30,27,Microsoft Copilot,90,0.9,Draft,41,35,Yes,10
2021,4,United Kingdom,Europe,30,37,35,39,Khanmigo,92,0.91,Draft,31,19,No,6
2021,4,China,Asia,40,36,33,42,Microsoft Copilot,70,0.75,Draft,43,25,Yes,6
2021,4,India,Asia,33,33,36,14,ChatGPT,50,0.64,Active,33,26,Yes,6
2021,4,Germany,Europe,33,32,33,19,ChatGPT,93,0.94,Draft,38,28,No,5
2021,4,Brazil,South America,40,33,32,17,ChatGPT,75,0.7,Active,43,35,Yes,7
2021,4,Pakistan,Asia,35,30,35,10,ChatGPT,45,0.55,None,37,23,Yes,10
2021,4,Nigeria,Africa,40,33,30,10,Khanmigo,42,0.52,None,41,30,No,9
2021,4,Canada,North America,32,33,36,49,Khanmigo,94,0.92,Active,32,21,No,5
2021,4,Australia,Oceania,39,37,30,34,Khanmigo,96,0.93,Draft,43,25,Yes,3
2021,5,United States,North America,33,38,35,26,Google Gemini,90,0.9,Active,38,23,Yes,9
2021,5,United Kingdom,Europe,40,35,32,8,Google Gemini,92,0.91,Draft,41,29,No,6
2021,5,China,Asia,30,35,31,37,Khanmigo,70,0.75,Draft,32,23,No,9
2021,5,India,Asia,36,32,32,30,Khanmigo,50,0.64,Active,38,30,No,9
2021,5,Germany,Europe,37,37,34,7,Google Gemini,93,0.94,Draft,42,32,No,2
2021,5,Brazil,South America,39,38,31,55,Khanmigo,75,0.7,Active,41,25,Yes,5
2021,5,Pakistan,Asia,35,37,32,6,ChatGPT,45,0.55,Active,37,20,Yes,3
2021,5,Nigeria,Africa,34,36,31,51,Google Gemini,42,0.52,None,37,21,Yes,4
2021,5,Canada,North America,31,38,37,53,Microsoft Copilot,94,0.92,Draft,33,16,No,2
2021,5,Australia,Oceania,33,38,30,35,ChatGPT,96,0.93,Draft,34,26,No,6
2021,6,United States,North America,34,31,31,5,Google Gemini,90,0.9,Active,38,23,Yes,5
2021,6,United Kingdom,Europe,34,38,34,11,Microsoft Copilot,92,0.91,None,36,23,Yes,9
2021,6,China,Asia,39,35,30,30,Google Gemini,70,0.75,Draft,39,31,No,3
2021,6,India,Asia,34,33,32,21,Google Gemini,50,0.64,None,38,29,No,2
2021,6,Germany,Europe,33,30,35,33,Microsoft Copilot,93,0.94,None,34,18,Yes,10
2021,6,Brazil,South America,35,30,32,11,ChatGPT,75,0.7,None,35,23,No,5
2021,6,Pakistan,Asia,39,37,37,56,ChatGPT,45,0.55,Draft,44,25,Yes,2
2021,6,Nigeria,Africa,40,31,37,31,Google Gemini,42,0.52,None,43,34,No,2
2021,6,Canada,North America,36,31,31,48,Microsoft Copilot,94,0.92,Active,36,29,No,1
2021,6,Australia,Oceania,30,34,30,6,Microsoft Copilot,96,0.93,Active,35,17,No,9
2021,7,United States,North America,35,37,30,60,Google Gemini,90,0.9,Active,39,26,Yes,1
2021,7,United Kingdom,Europe,32,34,34,41,Google Gemini,92,0.91,Draft,32,27,Yes,10
2021,7,China,Asia,40,32,37,36,Khanmigo,70,0.75,None,41,32,No,1
2021,7,India,Asia,32,36,33,49,Google Gemini,50,0.64,None,33,19,Yes,1
2021,7,Germany,Europe,31,38,30,58,Microsoft Copilot,93,0.94,Active,33,22,Yes,9
2021,7,Brazil,South America,33,34,37,60,Google Gemini,75,0.7,Draft,37,24,No,2
2021,7,Pakistan,Asia,32,37,31,44,Khanmigo,45,0.55,Draft,34,17,No,5
2021,7,Nigeria,Africa,39,32,37,13,Google Gemini,42,0.52,None,40,31,No,8
2021,7,Canada,North America,32,37,32,30,Google Gemini,94,0.92,None,35,22,Yes,10
2021,7,Australia,Oceania,34,31,32,36,Khanmigo,96,0.93,None,37,20,No,1
2021,8,United States,North America,37,33,34,15,Microsoft Copilot,90,0.9,Draft,38,31,Yes,8
2021,8,United Kingdom,Europe,33,36,31,32,Khanmigo,92,0.91,None,34,27,Yes,8
2021,8,China,Asia,30,38,36,23,Microsoft Copilot,70,0.75,None,35,21,No,1
2021,8,India,Asia,32,32,33,29,Google Gemini,50,0.64,None,35,26,Yes,6
2021,8,Germany,Europe,30,36,36,19,ChatGPT,93,0.94,Draft,31,23,No,1
2021,8,Brazil,South America,35,31,37,33,Google Gemini,75,0.7,None,35,27,Yes,6
2021,8,Pakistan,Asia,39,35,30,36,Google Gemini,45,0.55,Active,40,30,Yes,6
2021,8,Nigeria,Africa,37,35,35,34,Microsoft Copilot,42,0.52,Active,39,31,Yes,1
2021,8,Canada,North America,40,34,30,36,Microsoft Copilot,94,0.92,Draft,40,26,Yes,7
2021,8,Australia,Oceania,36,36,34,30,Khanmigo,96,0.93,Draft,36,31,Yes,7
2021,9,United States,North America,38,37,36,10,Khanmigo,90,0.9,Active,43,29,Yes,7
2021,9,United Kingdom,Europe,31,38,31,27,Microsoft Copilot,92,0.91,Active,31,25,Yes,1
2021,9,China,Asia,33,31,31,39,ChatGPT,70,0.75,None,37,27,Yes,3
2021,9,India,Asia,31,31,34,28,Google Gemini,50,0.64,Active,36,16,No,6
2021,9,Germany,Europe,38,38,36,39,ChatGPT,93,0.94,Active,43,23,No,1
2021,9,Brazil,South America,34,32,36,27,Google Gemini,75,0.7,None,36,24,No,3
2021,9,Pakistan,Asia,34,32,31,27,Microsoft Copilot,45,0.55,Active,36,23,Yes,6
2021,9,Nigeria,Africa,37,35,37,24,Microsoft Copilot,42,0.52,None,37,30,No,1
2021,9,Canada,North America,38,36,34,10,ChatGPT,94,0.92,None,39,27,Yes,1
2021,9,Australia,Oceania,35,36,35,51,Microsoft Copilot,96,0.93,None,39,25,No,7
2021,10,United States,North America,38,33,35,44,Google Gemini,90,0.9,Active,39,24,No,1
2021,10,United Kingdom,Europe,39,31,32,52,Khanmigo,92,0.91,Active,43,28,No,4
2021,10,China,Asia,30,32,31,28,ChatGPT,70,0.75,Draft,35,15,Yes,5
2021,10,India,Asia,34,30,31,49,Microsoft Copilot,50,0.64,None,34,27,Yes,3
2021,10,Germany,Europe,35,34,34,60,Microsoft Copilot,93,0.94,Draft,38,27,Yes,10
2021,10,Brazil,South America,30,36,34,16,ChatGPT,75,0.7,Active,30,21,Yes,1
2021,10,Pakistan,Asia,38,34,36,47,Microsoft Copilot,45,0.55,Active,43,28,Yes,6
2021,10,Nigeria,Africa,40,35,33,20,Khanmigo,42,0.52,Draft,45,25,Yes,4
2021,10,Canada,North America,40,32,37,58,Google Gemini,94,0.92,Active,45,27,Yes,9
2021,10,Australia,Oceania,40,38,36,56,ChatGPT,96,0.93,Draft,40,31,Yes,2
2021,11,United States,North America,36,32,34,35,ChatGPT,90,0.9,None,37,29,No,1
2021,11,United Kingdom,Europe,39,37,37,32,ChatGPT,92,0.91,Active,42,31,No,9
2021,11,China,Asia,34,37,34,24,Khanmigo,70,0.75,Draft,36,24,No,10
2021,11,India,Asia,33,34,31,33,Google Gemini,50,0.64,None,38,22,Yes,7
2021,11,Germany,Europe,36,38,36,22,Google Gemini,93,0.94,Draft,41,30,Yes,2
2021,11,Brazil,South America,35,38,33,18,Khanmigo,75,0.7,None,36,23,No,10
2021,11,Pakistan,Asia,30,32,37,32,Khanmigo,45,0.55,None,34,21,No,6
2021,11,Nigeria,Africa,30,33,36,41,Khanmigo,42,0.52,None,33,18,No,7
2021,11,Canada,North America,32,32,32,56,Google Gemini,94,0.92,Active,33,18,Yes,1
2021,11,Australia,Oceania,35,34,31,35,ChatGPT,96,0.93,None,40,25,No,9
2021,12,United States,North America,40,35,37,49,ChatGPT,90,0.9,Active,43,26,No,8
2021,12,United Kingdom,Europe,40,37,32,30,Khanmigo,92,0.91,None,45,28,No,7
2021,12,China,Asia,40,36,31,58,Khanmigo,70,0.75,Active,43,29,No,7
2021,12,India,Asia,31,34,31,21,Khanmigo,50,0.64,None,32,16,No,3
2021,12,Germany,Europe,39,33,37,58,Google Gemini,93,0.94,None,44,28,Yes,1
2021,12,Brazil,South America,38,33,35,32,Microsoft Copilot,75,0.7,Active,38,27,Yes,4
2021,12,Pakistan,Asia,33,34,30,12,Google Gemini,45,0.55,Active,36,24,Yes,3
2021,12,Nigeria,Africa,38,31,31,8,Microsoft Copilot,42,0.52,Active,38,28,No,10
2021,12,Canada,North America,40,33,35,57,Microsoft Copilot,94,0.92,Draft,43,30,Yes,5
2021,12,Australia,Oceania,40,33,37,9,Microsoft Copilot,96,0.93,Draft,44,30,No,3
2022,1,United States,North America,35,41,42,18,Google Gemini,90,0.9,Active,39,24,Yes,3
2022,1,United Kingdom,Europe,36,36,37,56,Google Gemini,92,0.91,Active,37,25,No,1
2022,1,China,Asia,40,39,38,29,ChatGPT,70,0.75,None,45,28,No,10
2022,1,India,Asia,39,38,40,43,ChatGPT,50,0.64,Draft,40,29,No,3
2022,1,Germany,Europe,38,36,39,56,ChatGPT,93,0.94,Draft,39,32,Yes,9
2022,1,Brazil,South America,40,36,38,59,Microsoft Copilot,75,0.7,None,40,30,Yes,3
2022,1,Pakistan,Asia,37,36,38,58,ChatGPT,45,0.55,Draft,38,29,No,4
2022,1,Nigeria,Africa,35,35,42,5,Google Gemini,42,0.52,Draft,40,21,Yes,5
2022,1,Canada,North America,43,35,37,36,Khanmigo,94,0.92,None,46,32,No,6
2022,1,Australia,Oceania,38,38,40,42,Google Gemini,96,0.93,Active,43,24,No,7
2022,2,United States,North America,41,36,42,27,ChatGPT,90,0.9,Draft,45,28,Yes,5
2022,2,United Kingdom,Europe,45,36,36,12,Khanmigo,92,0.91,Draft,47,37,Yes,8
2022,2,China,Asia,39,37,36,10,ChatGPT,70,0.75,Draft,43,29,Yes,9
2022,2,India,Asia,36,42,39,6,ChatGPT,50,0.64,Active,36,31,Yes,1
2022,2,Germany,Europe,38,36,36,38,ChatGPT,93,0.94,Active,42,24,Yes,2
2022,2,Brazil,South America,41,39,42,7,Google Gemini,75,0.7,Active,45,26,Yes,8
2022,2,Pakistan,Asia,40,37,35,38,Khanmigo,45,0.55,None,43,28,Yes,3
2022,2,Nigeria,Africa,41,43,41,26,ChatGPT,42,0.52,None,44,33,No,8
2022,2,Canada,North America,39,43,41,10,Microsoft Copilot,94,0.92,None,41,34,No,9
2022,2,Australia,Oceania,38,42,42,39,Google Gemini,96,0.93,None,40,25,No,2
2022,3,United States,North America,41,36,35,39,Microsoft Copilot,90,0.9,Active,41,33,Yes,7
2022,3,United Kingdom,Europe,38,38,36,29,Khanmigo,92,0.91,None,41,32,Yes,9
2022,3,China,Asia,36,43,41,47,Khanmigo,70,0.75,Active,40,23,No,1
2022,3,India,Asia,42,36,37,25,Google Gemini,50,0.64,Draft,43,37,No,10
2022,3,Germany,Europe,44,40,42,14,ChatGPT,93,0.94,Active,46,29,No,1
2022,3,Brazil,South America,41,40,39,17,Google Gemini,75,0.7,Active,45,30,Yes,1
2022,3,Pakistan,Asia,35,38,36,55,Khanmigo,45,0.55,Active,39,28,Yes,1
2022,3,Nigeria,Africa,41,35,40,13,Microsoft Copilot,42,0.52,None,46,30,No,2
2022,3,Canada,North America,45,41,37,25,Google Gemini,94,0.92,None,48,36,Yes,6
2022,3,Australia,Oceania,40,39,36,15,ChatGPT,96,0.93,Draft,42,27,Yes,5
2022,4,United States,North America,42,36,41,35,Google Gemini,90,0.9,None,42,28,No,9
2022,4,United Kingdom,Europe,41,37,38,22,Microsoft Copilot,92,0.91,Draft,44,26,Yes,6
2022,4,China,Asia,42,36,41,20,Google Gemini,70,0.75,None,42,27,Yes,6
2022,4,India,Asia,37,37,42,52,Khanmigo,50,0.64,Active,40,32,No,2
2022,4,Germany,Europe,39,40,39,29,ChatGPT,93,0.94,Active,39,31,No,8
2022,4,Brazil,South America,44,35,39,19,ChatGPT,75,0.7,Active,45,31,No,6
2022,4,Pakistan,Asia,36,38,40,42,Microsoft Copilot,45,0.55,Active,41,25,Yes,7
2022,4,Nigeria,Africa,43,42,38,53,Microsoft Copilot,42,0.52,Active,45,28,Yes,8
2022,4,Canada,North America,41,35,38,49,Microsoft Copilot,94,0.92,Active,42,27,No,3
2022,4,Australia,Oceania,43,36,40,47,Microsoft Copilot,96,0.93,Active,43,36,No,6
2022,5,United States,North America,39,35,37,31,Google Gemini,90,0.9,None,43,25,Yes,10
2022,5,United Kingdom,Europe,37,43,38,45,Khanmigo,92,0.91,None,40,31,No,10
2022,5,China,Asia,37,39,36,36,Khanmigo,70,0.75,Active,39,30,No,10
2022,5,India,Asia,43,39,35,46,Microsoft Copilot,50,0.64,Active,47,30,Yes,3
